company_id,type,rule_id,text,confidence_pct
C057,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C057,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C057,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C058,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C058,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C058,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C058,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C058,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C058,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C059,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C059,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C059,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C059,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C059,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C059,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C060,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C060,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C060,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C060,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C060,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C060,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C061,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C061,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C061,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C061,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C061,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C061,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86
C061,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C062,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C062,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C062,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C062,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C062,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C062,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86
C062,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C063,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C063,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C063,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C063,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C063,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C063,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86
C063,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C064,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C064,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C064,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C064,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C064,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C064,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C065,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C065,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C065,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C065,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C065,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C065,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C066,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C066,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C066,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C066,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C066,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C066,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C067,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C067,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C067,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C067,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C067,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C067,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C068,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C068,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C068,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C068,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C068,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C068,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C069,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C069,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C069,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C069,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C069,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C069,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C070,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C070,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C070,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C070,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C070,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C070,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C071,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C071,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C071,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C071,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C071,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C071,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C072,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C072,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C072,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C072,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C072,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C072,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C073,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C073,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C073,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C073,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C073,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C073,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C074,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C074,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C074,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C074,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C074,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C074,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C075,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C075,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C075,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C075,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C075,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C075,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C076,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C076,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C076,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C076,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C076,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C076,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C077,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C077,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C077,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C077,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C077,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C077,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86
C077,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C078,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C078,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C078,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C078,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C078,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C078,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86
C078,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C079,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C079,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C079,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C079,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C079,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C079,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C080,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C080,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
C080,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C080,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C080,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C080,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C081,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C081,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C081,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C081,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C081,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C081,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C082,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C082,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C082,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C082,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C082,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C082,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C083,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C083,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C083,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C083,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C083,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C083,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C084,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C084,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C084,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C084,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C084,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C084,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C085,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C085,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C085,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C085,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C085,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C085,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C086,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C086,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C086,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C086,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C086,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C086,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C087,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C087,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C087,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C087,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C087,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C087,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C088,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C088,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C088,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C088,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C088,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C088,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C089,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C089,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C089,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C089,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C089,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C089,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C090,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C090,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C090,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C090,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C090,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C090,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C091,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C091,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C091,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C091,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C091,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C091,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
C092,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88
C092,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
C092,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
C092,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86
C092,con,C_FALLBACK,"Valuation, leverage, or growth signals should be monitored against sector peers",72
C092,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
